mun_fr;mun_ar;map_names_ar;Type de liste (fr);nom_liste_fr;nom_liste_ar;votes_obtenus;porcentage_obtenus;sieges_obtenus;total_inscrits;votes_nul;votes_blancs;total_votes_valide;total_votes
Ksibet Thrayet;قصیبة الثریات;قصيبة - الثريات;Liste partisane;Beni Watani;بني وطني;337;0,110564304;2;6237;123;42;3048;3213
Ksibet Thrayet;قصیبة الثریات;قصيبة - الثريات;Liste partisane;Nidaa Tounes;حركة نداء تونس;315;0,103346457;2;6237;123;42;3048;3213
Ksibet Thrayet;قصیبة الثریات;قصيبة - الثريات;Liste partisane;Ennahdha;حزب حركة النھضة;601;0,197178478;3;6237;123;42;3048;3213
Ksour Essaf;قصور الساف;قصور الساف;Liste partisane;Afek Tounes;أفاق تونس;871;0,148939808;4;15764;91;93;5848;6032
Ksour Essaf;قصور الساف;قصور الساف;Liste indépendante;Al Tahadi;التحدي;429;0,073358413;2;15764;91;93;5848;6032
Ksour Essaf;قصور الساف;قصور الساف;Liste partisane;Courant Démocrate;التیار الدمقراطي;711;0,121580027;3;15764;91;93;5848;6032
Ksour Essaf;قصور الساف;قصور الساف;Liste partisane;Nidaa Tounes;حركة نداء تونس;672;0,114911081;3;15764;91;93;5848;6032
Ksour Essaf;قصور الساف;قصور الساف;Liste partisane;Ennahdha;حزب حركة النھضة;792;0,135430917;3;15764;91;93;5848;6032
Ksour Essaf;قصور الساف;قصور الساف;Liste partisane;El Binaa Al Watani;فك بلاصتك;132;0,022571819;0;15764;91;93;5848;6032
Ksour Essaf;قصور الساف;قصور الساف;Liste indépendante;Qayimat Alssaf Lil Biaa W Al Tanmiya;قائمة الساف للبیئة و التنمیة;581;0,099350205;2;15764;91;93;5848;6032
Ksour Essaf;قصور الساف;قصور الساف;Liste indépendante;Maan Nahwa Mustaqbal 'Afdhal;معا نحو مستقبل أفضل;1660;0,283857729;7;15764;91;93;5848;6032
La Goulette;حلق الوادي;حلق الوادي;Liste partisane;Union Populaire Républicaine;الإتحاد الشعبي الجمھوري;529;0,072090488;2;23448;210;172;7338;7720
La Goulette;حلق الوادي;حلق الوادي;Liste indépendante;Almuthabara W Al Tawasul;المثابرة و التواصل;1514;0,206323249;5;23448;210;172;7338;7720
La Goulette;حلق الوادي;حلق الوادي;Liste indépendante;Al Nasr;النصر;1080;0,147179068;4;23448;210;172;7338;7720
La Goulette;حلق الوادي;حلق الوادي;Liste partisane;Nidaa Tounes;حركة نداء تونس;2540;0,346143363;8;23448;210;172;7338;7720
La Goulette;حلق الوادي;حلق الوادي;Liste partisane;Ennahdha;حزب حركة النھضة;1675;0,228263832;5;23448;210;172;7338;7720
La Marsa;المرسى;المرسى;Liste de coalition;Union Civile;الاتحاد المدني;467;0,024580241;0;51807;355;266;18999;19620
La Marsa;المرسى;المرسى;Liste indépendante;Al Marsa Tatabadal;المرسى تتبدل;6689;0,352071162;11;51807;355;266;18999;19620
La Marsa;المرسى;المرسى;Liste indépendante;Alwan Almarsaa;ألوان المرسى;3909;0,205747671;7;51807;355;266;18999;19620
La Marsa;المرسى;المرسى;Liste indépendante;Amal Almarsaa;أمل المرسى;1382;0,072740671;2;51807;355;266;18999;19620
La Marsa;المرسى;المرسى;Liste partisane;Nidaa Tounes;حركة نداء تونس;3262;0,171693247;5;51807;355;266;18999;19620
La Marsa;المرسى;المرسى;Liste partisane;Courant Démocrate;حزب التیار الدیمقراطي;596;0,031370072;1;51807;355;266;18999;19620
La Marsa;المرسى;المرسى;Liste partisane;Ennahdha;حزب حركة النھضة;2232;0,117479867;4;51807;355;266;18999;19620
La Marsa;المرسى;المرسى;Liste indépendante;Houmat Almarsaa;حماة المرسى;462;0,024317069;0;51807;355;266;18999;19620
La Mornaguia;المرناقیة;المرناقية;Liste partisane;Courant Démocrate;التیار الدمقراطي;457;0,098427741;2;14449;215;93;4643;4951
La Mornaguia;المرناقیة;المرناقية;Liste indépendante;Almrnaguia Tatajadad;المرناقیھ تتجدد;1090;0,234762007;6;14449;215;93;4643;4951
La Mornaguia;المرناقیة;المرناقية;Liste partisane;Machrouu Tounes;حركة مشروع تونس;190;0,040921818;1;14449;215;93;4643;4951
La Mornaguia;المرناقیة;المرناقية;Liste partisane;Nidaa Tounes;حركة نداء تونس;832;0,179194486;4;14449;215;93;4643;4951
La Mornaguia;المرناقیة;المرناقية;Liste partisane;Ennahdha;حزب حركة النھضة;2074;0,446693948;11;14449;215;93;4643;4951
Lala;لالة;لالة;Liste indépendante;Al'Iintlaqa;الإنطلاقة;662;0,288076588;5;6793;81;44;2298;2423
Lala;لالة;لالة;Liste de coalition;Front Populaire;الجبھة الشعبیة;208;0,09051349;2;6793;81;44;2298;2423
Lala;لالة;لالة;Liste partisane;Machrouu Tounes;حركة مشروع تونس;146;0,063533507;1;6793;81;44;2298;2423
Lala;لالة;لالة;Liste partisane;Nidaa Tounes;حركة نداء تونس;455;0,197998259;4;6793;81;44;2298;2423
Lala;لالة;لالة;Liste partisane;Ennahdha;حزب حركة النھضة;827;0,359878155;6;6793;81;44;2298;2423
Le Bardo;باردو;باردو;Liste indépendante;Albadil Almadani Bi Bardou;البديل المدني بباردو;1393;0,106465913;3;44901;329;209;13084;13622
Le Bardo;باردو;باردو;Liste de coalition;Front Populaire;الجبهة الشعبية;833;0,063665546;2;44901;329;209;13084;13622
Le Bardo;باردو;باردو;Liste indépendante;Lkolna Bardou;الكلنا باردو;1152;0,088046469;3;44901;329;209;13084;13622
Le Bardo;باردو;باردو;Liste partisane;Beni Watani;بني وطني;1105;0,084454295;2;44901;329;209;13084;13622
Le Bardo;باردو;باردو;Liste partisane;Machrouu Tounes;حركة مشروع تونس;774;0,059156221;2;44901;329;209;13084;13622
Le Bardo;باردو;باردو;Liste partisane;Nidaa Tounes;حركة نداء تونس;2534;0,19367166;6;44901;329;209;13084;13622
Le Bardo;باردو;باردو;Liste partisane;Courant Démocrate;حزب التیار الدیمقراطي;1836;0,14032406;4;44901;329;209;13084;13622
Le Bardo;باردو;باردو;Liste partisane;Ennahdha;حزب حركة النھضة;3457;0,264215836;8;44901;329;209;13084;13622
Le Kef;الكاف;الكاف;Liste indépendante;Afaq Almashrou' Alwatanii;آفاق المشروع الوطني;520;0,052250804;2;35526;456;192;9952;10600
Le Kef;الكاف;الكاف;Liste de coalition;Front Populaire;الجبھة الشعبیة;1376;0,138263666;4;35526;456;192;9952;10600
Le Kef;الكاف;الكاف;Liste partisane;Parti Socialiste;الحزب الاشتراكي;468;0,047025723;1;35526;456;192;9952;10600
Le Kef;الكاف;الكاف;Liste indépendante;Alkaf Ghudwa;الكاف غدوة;2014;0,202371383;6;35526;456;192;9952;10600
Le Kef;الكاف;الكاف;Liste indépendante;Alkaf Younadykom;الكاف ینادیكم;474;0,047628617;1;35526;456;192;9952;10600
Le Kef;الكاف;الكاف;Liste indépendante;Almustaqiloun Al'Ahrar;المستقلون الاحرار;734;0,073754019;2;35526;456;192;9952;10600
Le Kef;الكاف;الكاف;Liste partisane;Nidaa Tounes;حركة نداء تونس;2889;0,290293408;9;35526;456;192;9952;10600
Le Kef;الكاف;الكاف;Liste partisane;Ennahdha;حزب حركة النھضة;1477;0,148412379;5;35526;456;192;9952;10600
Mahdia;المھدیة;المهدية;Liste de coalition;Union Civile;الإتحاد المدني;1618;0,154891825;5;28714;287;181;10446;10914
Mahdia;المھدیة;المهدية;Liste indépendante;Al'Amal;الأمل;1277;0,12224775;4;28714;287;181;10446;10914
Mahdia;المھدیة;المهدية;Liste partisane;Courant Démocrate;التیار الدمقراطي;759;0,072659391;2;28714;287;181;10446;10914
Mahdia;المھدیة;المهدية;Liste partisane;Parti Destourien Libre Pdl;الحزب الدستوري الحر;1166;0,111621673;3;28714;287;181;10446;10914
Mahdia;المھدیة;المهدية;Liste partisane;Nidaa Tounes;حركة نداء تونس;1733;0,165900823;5;28714;287;181;10446;10914
Mahdia;المھدیة;المهدية;Liste partisane;Ennahdha;حزب حركة النھضة;1831;0,175282405;5;28714;287;181;10446;10914
Mahdia;المھدیة;المهدية;Liste indépendante;Manarat Almahdya;منارة المھدیة;2062;0,197396132;6;28714;287;181;10446;10914
Mahrés;المحرص;المحرص;Liste indépendante;Alyd Fi Alyd;الید في الید;702;0,133232112;3;16606;145;74;5269;5488
Mahrés;المحرص;المحرص;Liste partisane;Nidaa Tounes;حركة نداء تونس;1337;0,253748339;6;16606;145;74;5269;5488
Mahrés;المحرص;المحرص;Liste partisane;Ennahdha;حزب حركة النھضة;641;0,121654963;3;16606;145;74;5269;5488
Mahrés;المحرص;المحرص;Liste indépendante;Muhris Alghad;محرس الغد;1924;0,365154678;9;16606;145;74;5269;5488
Mahrés;المحرص;المحرص;Liste indépendante;Muatinun;مواطنون;665;0,126209907;3;16606;145;74;5269;5488
Majel Bel Abbes;ماجل بلعباس;ماجل بلعباس;Liste indépendante;Al Intilaqa;الانطلاقة;323;0,06680455;1;11045;197;65;4835;5097
Majel Bel Abbes;ماجل بلعباس;ماجل بلعباس;Liste indépendante;Althabat Alaa Almabdaa;الثبات على المبدإ;314;0,064943123;1;11045;197;65;4835;5097
Majel Bel Abbes;ماجل بلعباس;ماجل بلعباس;Liste de coalition;Front Populaire;الجبھة الشعبیة;230;0,047569804;1;11045;197;65;4835;5097
Majel Bel Abbes;ماجل بلعباس;ماجل بلعباس;Liste partisane;Parti Destourien Libre Pdl;الحزب الدستوري الحر;449;0,092864529;2;11045;197;65;4835;5097
Majel Bel Abbes;ماجل بلعباس;ماجل بلعباس;Liste indépendante;Alsanabul;السنابل;921;0,190486039;3;11045;197;65;4835;5097
Majel Bel Abbes;ماجل بلعباس;ماجل بلعباس;Liste partisane;Nidaa Tounes;حركة نداء تونس;1557;0,322026887;6;11045;197;65;4835;5097
Majel Bel Abbes;ماجل بلعباس;ماجل بلعباس;Liste partisane;Ennahdha;حزب حركة النھضة;1041;0,215305067;4;11045;197;65;4835;5097
Makthar;مكثر;مكثر;Liste de coalition;Union Civile;الاتحاد المدني;602;0,140950597;3;12892;195;132;4271;4598
Makthar;مكثر;مكثر;Liste indépendante;Al'Amal;الأمل;394;0,092250059;2;12892;195;132;4271;4598
Makthar;مكثر;مكثر;Liste de coalition;Front Populaire;الجبھة الشعبیة;359;0,084055256;2;12892;195;132;4271;4598
Makthar;مكثر;مكثر;Liste indépendante;Alwafa;الوفاء;280;0,065558417;2;12892;195;132;4271;4598
Makthar;مكثر;مكثر;Liste partisane;Nidaa Tounes;حركة نداء تونس;979;0,229220323;6;12892;195;132;4271;4598
Makthar;مكثر;مكثر;Liste partisane;Ennahdha;حزب حركة النھضة;1328;0,310934207;7;12892;195;132;4271;4598
Makthar;مكثر;مكثر;Liste indépendante;Mustaqbal Makthar;مستقبل مكثر;329;0,07703114;2;12892;195;132;4271;4598
Manouba;منوبة;منوبة;Liste partisane;Courant Démocrate;التیار الدمقراطي;723;0,102017779;2;22044;156;136;7087;7379
Manouba;منوبة;منوبة;Liste de coalition;Front Populaire;الجبھة الشعبیة;438;0,061803302;1;22044;156;136;7087;7379
Manouba;منوبة;منوبة;Liste indépendante;Awlad Manouba;اولاد منوبة;1744;0,24608438;6;22044;156;136;7087;7379
Manouba;منوبة;منوبة;Liste partisane;Mouvement Du Peuple;حركة الشعب;233;0,032877099;1;22044;156;136;7087;7379
Manouba;منوبة;منوبة;Liste partisane;Nidaa Tounes;حركة نداء تونس;1043;0,147170876;4;22044;156;136;7087;7379
Manouba;منوبة;منوبة;Liste partisane;Ennahdha;حزب حركة النھضة;1872;0,264145619;6;22044;156;136;7087;7379
Manouba;منوبة;منوبة;Liste indépendante;Manouba Aljamyla;منوبة الجمیلة;566;0,079864541;2;22044;156;136;7087;7379
Manouba;منوبة;منوبة;Liste indépendante;Manouba Mashrouei;منوبة مشروعي;468;0,066036405;2;22044;156;136;7087;7379
Mareth;مارث;مارث;Liste partisane;AL IRADA;حراك تونس الارادة;214;0,046021505;1;14699;185;106;4650;4941
Mareth;مارث;مارث;Liste partisane;Mouvement Du Peuple;حركة الشعب;1169;0,251397849;6;14699;185;106;4650;4941
Mareth;مارث;مارث;Liste partisane;Nidaa Tounes;حركة نداء تونس;628;0,135053763;3;14699;185;106;4650;4941
Mareth;مارث;مارث;Liste partisane;Ennahdha;حزب حركة النھضة;2006;0,431397849;11;14699;185;106;4650;4941
Mareth;مارث;مارث;Liste indépendante;Marith Awalan;مارث اولا;633;0,136129032;3;14699;185;106;4650;4941
Matmata;مطماطة;مطماطة;Liste indépendante;Ahbak Ya Watani;أحبك یا وطني;208;0,220572641;2;2561;46;32;943;1021
Matmata;مطماطة;مطماطة;Liste partisane;Nidaa Tounes;حركة نداء تونس;60;0,063626723;1;2561;46;32;943;1021
Matmata;مطماطة;مطماطة;Liste partisane;Ennahdha;حزب حركة النھضة;375;0,39766702;5;2561;46;32;943;1021
Matmata;مطماطة;مطماطة;Liste indépendante;Qayimat Al'Iimtyaz;قائمة الإمتیاز;300;0,318133616;4;2561;46;32;943;1021
Matmata Djedaïda;مطماطة الجدیدة;مطماطة الجديدة;Liste indépendante;Alsooud;الصعود;954;0,423435419;8;7106;146;58;2253;2457
Matmata Djedaïda;مطماطة الجدیدة;مطماطة الجديدة;Liste indépendante;Almubadarat W Al'Iislah;المبادرة و الاصلاح;148;0,065690191;1;7106;146;58;2253;2457
Matmata Djedaïda;مطماطة الجدیدة;مطماطة الجديدة;Liste partisane;Nidaa Tounes;حركة نداء تونس;381;0,169107856;3;7106;146;58;2253;2457
Matmata Djedaïda;مطماطة الجدیدة;مطماطة الجديدة;Liste partisane;Ennahdha;حزب حركة النھضة;770;0,341766534;6;7106;146;58;2253;2457
Medjez El Bab;مجاز الباب;مجاز الباب;Liste indépendante;Al'Amana W Al Shafafeya;الأمانة و الشفافیة;152;0,025232404;0;18118;227;97;6024;6348
Medjez El Bab;مجاز الباب;مجاز الباب;Liste indépendante;Altahadi;التحدي;1557;0,258466135;6;18118;227;97;6024;6348
Medjez El Bab;مجاز الباب;مجاز الباب;Liste indépendante;Al Amal Lighad 'Afdhal;العمل لغد أفضل;489;0,081175299;2;18118;227;97;6024;6348
Medjez El Bab;مجاز الباب;مجاز الباب;Liste indépendante;Almustaqbal Almushriq;المستقبل المشرق;221;0,036686587;1;18118;227;97;6024;6348
Medjez El Bab;مجاز الباب;مجاز الباب;Liste partisane;Machrouu Tounes;حركة مشروع تونس;378;0,062749004;1;18118;227;97;6024;6348
Medjez El Bab;مجاز الباب;مجاز الباب;Liste partisane;Nidaa Tounes;حركة نداء تونس;1624;0,269588313;7;18118;227;97;6024;6348
Medjez El Bab;مجاز الباب;مجاز الباب;Liste partisane;Ennahdha;حزب حركة النھضة;1603;0,266102258;7;18118;227;97;6024;6348
Melloulech;ملولش;ملولش;Liste partisane;Nidaa Tounes;حركة نداء تونس;838;0,340235485;6;9656;137;54;2463;2654
Melloulech;ملولش;ملولش;Liste partisane;Ennahdha;حزب حركة النھضة;723;0,293544458;5;9656;137;54;2463;2654
Melloulech;ملولش;ملولش;Liste indépendante;Qayimat Al Asala Bi Malulsh;قائمة الأصالة بملولش;372;0,151035323;3;9656;137;54;2463;2654
Melloulech;ملولش;ملولش;Liste indépendante;Malulsh Awlan;ملولش أولا;530;0,215184734;4;9656;137;54;2463;2654
Menzel Bouzelfa;منزل بوزلفة;منزل بوزلفة;Liste partisane;Courant Démocrate;التیار الدمقراطي;501;0,079059492;2;21036;244;154;6337;6735
Menzel Bouzelfa;منزل بوزلفة;منزل بوزلفة;Liste partisane;Parti Destourien Libre Pdl;الحزب الدستوري الحر;828;0,130661196;3;21036;244;154;6337;6735
Menzel Bouzelfa;منزل بوزلفة;منزل بوزلفة;Liste indépendante;Alwafa' Lilmuatin;الوفاء للمواطن;411;0,064857188;2;21036;244;154;6337;6735
Menzel Bouzelfa;منزل بوزلفة;منزل بوزلفة;Liste partisane;Machrouu Tounes;حركة مشروع تونس;397;0,062647941;2;21036;244;154;6337;6735
Menzel Bouzelfa;منزل بوزلفة;منزل بوزلفة;Liste partisane;Nidaa Tounes;حركة نداء تونس;1707;0,269370365;6;21036;244;154;6337;6735
Menzel Bouzelfa;منزل بوزلفة;منزل بوزلفة;Liste partisane;Ennahdha;حزب حركة النھضة;1653;0,260848982;6;21036;244;154;6337;6735
Menzel Bouzelfa;منزل بوزلفة;منزل بوزلفة;Liste indépendante;Sawt Alwajib;صوت الواجب;840;0,132554837;3;21036;244;154;6337;6735
Menzel Chaker;منزل شاكر;منزل شاكر;Liste indépendante;Altaqadum W Altanmiya;التقدم و التنمیة;303;0,122325394;2;8815;103;43;2477;2623
Menzel Chaker;منزل شاكر;منزل شاكر;Liste indépendante;Zitouna;الزیتونة;766;0,309245055;6;8815;103;43;2477;2623
Menzel Chaker;منزل شاكر;منزل شاكر;Liste partisane;Nidaa Tounes;حركة نداء تونس;574;0,231731934;4;8815;103;43;2477;2623
Menzel Chaker;منزل شاكر;منزل شاكر;Liste partisane;Ennahdha;حزب حركة النھضة;834;0,336697618;6;8815;103;43;2477;2623
Menzel El Habib;منزل الحبیب;منزل الحبيب;Liste indépendante;Almustaqbal;المستقبل;228;0,085201794;2;6136;120;39;2676;2835
Menzel El Habib;منزل الحبیب;منزل الحبيب;Liste indépendante;Al Wifaq;الوفاق;676;0,252615845;5;6136;120;39;2676;2835
Menzel El Habib;منزل الحبیب;منزل الحبيب;Liste partisane;Nidaa Tounes;حركة نداء تونس;512;0,191330344;3;6136;120;39;2676;2835
Menzel El Habib;منزل الحبیب;منزل الحبيب;Liste partisane;Ennahdha;حزب حركة النھضة;1260;0,470852018;8;6136;120;39;2676;2835
Menzel Mhiri;منزل المھیري;منزل المهيري;Liste indépendante;Al'Amal;الأمل;322;0,117048346;2;6425;160;44;2751;2955
